id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,type,type_label_fr,type_label_ar,sector,abbreviation,address,phone,fax,slug
32-chambre_agriculture-01,Chambre d'Agriculture de El Bayadh,Chambre d'Agriculture de El Bayadh,الغرفة الفلاحية لولاية البيض,32,,,33.7216667,1.020278,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,المدباحة المقر السابق,049609824,049609823,chambre-d-agriculture-de-el-bayadh
32-conservation_forets-01,Conservation des Forêts de El Bayadh,Conservation des Forêts de El Bayadh,محافظة الغابات البيض,32,3201,El Bayadh,33.7216667,1.020278,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,"الحي الإداري ص,ب رقم 127 البيض",049613981,049613982,conservation-des-forets-de-el-bayadh
32-dsa-01,Direction des Services Agricoles de El Bayadh,Direction des Services Agricoles de El Bayadh,مديرية المصالح الفلاحية لولاية البيض,32,3201,El Bayadh,33.7216667,1.020278,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,وسط المدينة 32000، البيض,049611395,049611419,direction-des-services-agricoles-de-el-bayadh
33-chambre_agriculture-01,Chambre d'Agriculture de Illizi,Chambre d'Agriculture de Illizi,الغرفة الفلاحية لولاية إليزي,33,,,26.483333,8.483333333,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,62شارع مصطفى بن بولعيد وسط المدينة,029411537,029411537,chambre-d-agriculture-de-illizi
33-conservation_forets-01,Conservation des Forêts de Illizi,Conservation des Forêts de Illizi,محافظة الغابات إليزي,33,,,26.483333,8.483333333,approximate,wilaya_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,الحي الإداري، إليزي,029422087,029404024,conservation-des-forets-de-illizi
33-dsa-01,Direction des Services Agricoles de Illizi,Direction des Services Agricoles de Illizi,مديرية المصالح الفلاحية لولاية إليزي,33,,,26.483333,8.483333333,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,طريق مصطفي بن بولعيد، وسط المدينة، 33000 إليزي,029402861,029402860,direction-des-services-agricoles-de-illizi
34-chambre_agriculture-01,Chambre d'Agriculture de Bordj Bou Arreridj,Chambre d'Agriculture de Bordj Bou Arreridj,الغرفة الفلاحية لولاية برج بوعريريج,34,,,36.0704188,4.766667,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,شارع مباركية سعيد,035748120,035748345,chambre-d-agriculture-de-bordj-bou-arreridj
34-conservation_forets-01,Conservation des Forêts de Bordj Bou Arreridj,Conservation des Forêts de Bordj Bou Arreridj,محافظة الغابات برج بوعريريج,34,,,36.0704188,4.766667,approximate,wilaya_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,17 طريق رماش عيسى الحدائق برج بوعريريج,035733098,035733100,conservation-des-forets-de-bordj-bou-arreridj
34-dsa-01,Direction des Services Agricoles de Bordj Bou Arreridj,Direction des Services Agricoles de Bordj Bou Arreridj,مديرية المصالح الفلاحية لولاية برج بوعريريج,34,,,36.0704188,4.766667,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,شارع هواري بومدينن برج بوعريريج,035733134,035733130,direction-des-services-agricoles-de-bordj-bou-arreridj
35-chambre_agriculture-01,Chambre d'Agriculture de Boumerdès,Chambre d'Agriculture de Boumerdès,الغرفة الفلاحية لولاية بومرداس,35,,,36.766,3.477,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,عمارة11ديسمبر عمارة AGF بناية ANDI الطابق الاول BMR,024914758,024799826,chambre-d-agriculture-de-boumerdes
35-conservation_forets-01,Conservation des Forêts de Boumerdès,Conservation des Forêts de Boumerdès,محافظة الغابات بومرداس,35,3501,Boumerdes,36.766,3.477,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,حي إبن خلدون 1200 مسكن بومرداس,024791342,024811570,conservation-des-forets-de-boumerdes
35-dsa-01,Direction des Services Agricoles de Boumerdès,Direction des Services Agricoles de Boumerdès,مديرية المصالح الفلاحية لولاية بومرداس,35,3501,Boumerdes,36.766,3.477,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,المقر الجديدالكائن بحي البرتقال 35000 بومرداس,024795014,024795014,direction-des-services-agricoles-de-boumerdes
36-chambre_agriculture-01,Chambre d'Agriculture de El Tarf,Chambre d'Agriculture de El Tarf,الغرفة الفلاحية لولاية الطارف,36,,,36.7667186,8.317,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,ساحة 20اوت 56,038300182,038300182,chambre-d-agriculture-de-el-tarf
36-conservation_forets-01,Conservation des Forêts de El Tarf,Conservation des Forêts de El Tarf,محافظة الغابات الطارف,36,3601,El Tarf,36.7667186,8.317,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,الحي الإداري الجديد، طريق الزيتونة، الطارف,046551119,046551119,conservation-des-forets-de-el-tarf
36-dsa-01,Direction des Services Agricoles de El Tarf,Direction des Services Agricoles de El Tarf,مديرية المصالح الفلاحية لولاية الطارف,36,3601,El Tarf,36.7667186,8.317,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,حي بوحجر، الطارف,038601614,038601613,direction-des-services-agricoles-de-el-tarf
37-chambre_agriculture-01,Chambre d'Agriculture de Tindouf,Chambre d'Agriculture de Tindouf,الغرفة الفلاحية لولاية تندوف,37,3701,Tindouf,27.670556,-8.12724,approximate,commune_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,حي حاسيل عبد الله لطفي تندوف,049387198,,chambre-d-agriculture-de-tindouf
37-conservation_forets-01,Conservation des Forêts de Tindouf,Conservation des Forêts de Tindouf,محافظة الغابات تندوف,37,3701,Tindouf,27.670556,-8.12724,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,"ص,ب رقم 501 تندوف",049379292,049379251,conservation-des-forets-de-tindouf
37-dsa-01,Direction des Services Agricoles de Tindouf,Direction des Services Agricoles de Tindouf,مديرية المصالح الفلاحية لولاية تندوف,37,,,27.670556,-8.12724,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,طريق الثورة، حي قصابي، تندوف، 37000,049922029,049376756,direction-des-services-agricoles-de-tindouf
38-chambre_agriculture-01,Chambre d'Agriculture de Tissemsilt,Chambre d'Agriculture de Tissemsilt,الغرفة الفلاحية لولاية تيسمسيلت,38,3801,Tissemsilt,35.60722,1.8108,approximate,commune_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,شارع اول نوفمبر تيسمسيلت,046476918,046574558,chambre-d-agriculture-de-tissemsilt
38-conservation_forets-01,Conservation des Forêts de Tissemsilt,Conservation des Forêts de Tissemsilt,محافظة الغابات تيسمسيلت,38,3801,Tissemsilt,35.60722,1.8108,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,طريق سيدي خليفة، تيسمسيلت,038601023,038601873,conservation-des-forets-de-tissemsilt
38-dsa-01,Direction des Services Agricoles de Tissemsilt,Direction des Services Agricoles de Tissemsilt,مديرية المصالح الفلاحية لولاية تيسمسيلت,38,3801,Tissemsilt,35.60722,1.8108,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,حي عين البرج، تيسمسيلت,046477970,046567209,direction-des-services-agricoles-de-tissemsilt
39-chambre_agriculture-01,Chambre d'Agriculture de El Oued,Chambre d'Agriculture de El Oued,الغرفة الفلاحية لولاية الوادي,39,,,33.36111111,6.8605556,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,حي طوبة الاصنام قرب قصر العدالة,032115620,032115636,chambre-d-agriculture-de-el-oued
39-conservation_forets-01,Conservation des Forêts de El Oued,Conservation des Forêts de El Oued,محافظة الغابات الوادي,39,3901,El-Oued,33.36111111,6.8605556,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,"ص,ب رقم 127، الوادي",032139431,032139430,conservation-des-forets-de-el-oued
39-dsa-01,Direction des Services Agricoles de El Oued,Direction des Services Agricoles de El Oued,مديرية المصالح الفلاحية لولاية الوادي,39,3901,El-Oued,33.36111111,6.8605556,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,طريق محمد خميستي الوادي,032140083,032140080,direction-des-services-agricoles-de-el-oued
40-chambre_agriculture-01,Chambre d'Agriculture de Khenchela,Chambre d'Agriculture de Khenchela,الغرفة الفلاحية لولاية خنشلة,40,4013,Babar,35.1691777,7.104722,approximate,commune_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,طريق بابار 40000 خنشلة,032324430,032324430,chambre-d-agriculture-de-khenchela
40-conservation_forets-01,Conservation des Forêts de Khenchela,Conservation des Forêts de Khenchela,محافظة الغابات خنشلة,40,4001,Khenchela,35.4358,7.1433,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,وادي عبد الله بن أحمد خلاف، خنشلة,032746858,032746745,conservation-des-forets-de-khenchela
40-dsa-01,Direction des Services Agricoles de Khenchela,Direction des Services Agricoles de Khenchela,مديرية المصالح الفلاحية لولاية خنشلة,40,4001,Khenchela,35.4358,7.1433,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,خنشلة 40000,032746713,032746853,direction-des-services-agricoles-de-khenchela
41-chambre_agriculture-01,Chambre d'Agriculture de Souk Ahras,Chambre d'Agriculture de Souk Ahras,الغرفة الفلاحية لولاية سوق أهراس,41,,,36.286389,7.950833333,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,حي 100 مكتب وسط المدينة,037310901,037710015,chambre-d-agriculture-de-souk-ahras
41-conservation_forets-01,Conservation des Forêts de Souk Ahras,Conservation des Forêts de Souk Ahras,محافظة الغابات سوق أهراس,41,4101,Souk Ahras,36.286389,7.950833333,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,حي قطار الزايدي باولو 01، سوق أهراس,037751189,037751185,conservation-des-forets-de-souk-ahras
41-dsa-01,Direction des Services Agricoles de Souk Ahras,Direction des Services Agricoles de Souk Ahras,مديرية المصالح الفلاحية لولاية سوق أهراس,41,,,36.286389,7.950833333,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,حي، 08 مكاتب، وسط المدينة، 41000,037754090,037754092,direction-des-services-agricoles-de-souk-ahras
42-chambre_agriculture-01,Chambre d'Agriculture de Tipaza,Chambre d'Agriculture de Tipaza,الغرفة الفلاحية لولاية تيبازة,42,4201,Tipaza,36.591944,2.443,approximate,commune_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,الطريق الوطني رقم 11 تقرت دائرة بوسماعيل تيبازة,024409292,024479358,chambre-d-agriculture-de-tipaza
42-conservation_forets-01,Conservation des Forêts de Tipaza,Conservation des Forêts de Tipaza,محافظة الغابات تيبازة,42,4201,Tipaza,36.591944,2.443,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,الحي الإداري الجديد، تيبازة,024376286,024376285,conservation-des-forets-de-tipaza
42-dsa-01,Direction des Services Agricoles de Tipaza,Direction des Services Agricoles de Tipaza,مديرية المصالح الفلاحية لولاية تيبازة,42,4215,Nador,36.569722,2.3123031,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,حي 50 مسكن، 42038، الناظور,024476933,024376981,direction-des-services-agricoles-de-tipaza
43-chambre_agriculture-01,Chambre d'Agriculture de Mila,Chambre d'Agriculture de Mila,الغرفة الفلاحية لولاية ميلة,43,,,36.4503,6.2644,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,طريق زغيا منطقة نشاط,031473221,031473222,chambre-d-agriculture-de-mila
43-conservation_forets-01,Conservation des Forêts de Mila,Conservation des Forêts de Mila,محافظة الغابات ميلة,43,4301,Mila,36.4503,6.2644,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,طريق المحطة، حي 500 مسكن 43000، ميلة,031473944,031473945,conservation-des-forets-de-mila
43-dsa-01,Direction des Services Agricoles de Mila,Direction des Services Agricoles de Mila,مديرية المصالح الفلاحية لولاية ميلة,43,4301,Mila,36.4503,6.2644,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,طريق بن كربة لخضر، 43000، ميلة,031480233,031480235,direction-des-services-agricoles-de-mila
44-chambre_agriculture-01,Chambre d'Agriculture de Aïn Defla,Chambre d'Agriculture de Aïn Defla,الغرفة الفلاحية لولاية عين الدفلى,44,,,36.2652,1.9703,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,حي 160 مسكن مناد حاج قدور رقم 65,027503067,027503076,chambre-d-agriculture-de-ain-defla
44-conservation_forets-01,Conservation des Forêts de Aïn Defla,Conservation des Forêts de Aïn Defla,محافظة الغابات عين الدفلى,44,,,36.2652,1.9703,approximate,wilaya_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,شارع 18 فيفري عين الدفلة,027505338,028505339,conservation-des-forets-de-ain-defla
44-dsa-01,Direction des Services Agricoles de Aïn Defla,Direction des Services Agricoles de Aïn Defla,مديرية المصالح الفلاحية لولاية عين الدفلى,44,4401,Ain-Defla,36.2652,1.9703,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,شارع 19 مارس عين الدفلى,027504532,027504534,direction-des-services-agricoles-de-ain-defla
45-chambre_agriculture-01,Chambre d'Agriculture de Naâma,Chambre d'Agriculture de Naâma,الغرفة الفلاحية لولاية النعامة,45,,,33.2667,-0.3167,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,المنطقة الصناعية مشرية صندوق البريد 270 45100مشرية,049787533,049587408,chambre-d-agriculture-de-naama
45-conservation_forets-01,Conservation des Forêts de Naâma,Conservation des Forêts de Naâma,محافظة الغابات النعامة,45,4501,Naama,33.2667,-0.3167,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,"المقر الجديد، بجانب المستشفى ص,ب 65، النعامة",049593369,049593310,conservation-des-forets-de-naama
45-dsa-01,Direction des Services Agricoles de Naâma,Direction des Services Agricoles de Naâma,مديرية المصالح الفلاحية لولاية النعامة,45,4501,Naama,33.2667,-0.3167,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,حي 164 مسكن، 45000، النعامة,049595294,049595327,direction-des-services-agricoles-de-naama
46-centre_formation-01,المعهد التكنولوجي الفلاحي المتخصص عين تيموشنت,,المعهد التكنولوجي الفلاحي المتخصص عين تيموشنت,46,,,35.297,-1.133333,approximate,wilaya_centroid,madr,centre_formation,Institut et centre de formation,معهد ومركز التكوين,public,ITMAS Ain Temouchent,,043798366,,itmas-ain-temouchent
46-chambre_agriculture-01,Chambre d'Agriculture de Aïn Témouchent,Chambre d'Agriculture de Aïn Témouchent,الغرفة الفلاحية لولاية عين تموشنت,46,4601,Ain Temouchent,35.297,-1.133333,approximate,commune_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,حي العقيد عثمان كاستورز عين تموشنت,043796800,043791852,chambre-d-agriculture-de-ain-temouchent
46-conservation_forets-01,Conservation des Forêts de Aïn Témouchent,Conservation des Forêts de Aïn Témouchent,محافظة الغابات عين تموشنت,46,,,35.297,-1.133333,approximate,wilaya_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,طريق شعبة اللحم، عين تيموشنت,043783243,043783242,conservation-des-forets-de-ain-temouchent
46-dsa-01,Direction des Services Agricoles de Aïn Témouchent,Direction des Services Agricoles de Aïn Témouchent,مديرية المصالح الفلاحية لولاية عين تموشنت,46,,,35.297,-1.133333,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,حي زيتون 46000 عين تيموشنت,043779801,043779799,direction-des-services-agricoles-de-ain-temouchent
47-chambre_agriculture-01,Chambre d'Agriculture de Ghardaïa,Chambre d'Agriculture de Ghardaïa,الغرفة الفلاحية لولاية غرداية,47,4701,Ghardaia,32.4833,3.6667,approximate,commune_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,الرقم البريدي 117 سيدي عباز غرداية,029255059,029255599,chambre-d-agriculture-de-ghardaia
47-conservation_forets-01,Conservation des Forêts de Ghardaïa,Conservation des Forêts de Ghardaïa,محافظة الغابات غرداية,47,4701,Ghardaia,32.4833,3.6667,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,غرداية، غرداية,029258122,029258123,conservation-des-forets-de-ghardaia
47-dsa-01,Direction des Services Agricoles de Ghardaïa,Direction des Services Agricoles de Ghardaïa,مديرية المصالح الفلاحية لولاية غرداية,47,,,32.4833,3.6667,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,40 حي الأمير عبد القادر,029285099,029295411,direction-des-services-agricoles-de-ghardaia
48-chambre_agriculture-01,Chambre d'Agriculture de Relizane,Chambre d'Agriculture de Relizane,الغرفة الفلاحية لولاية غليزان,48,,,35.7333,0.5588787,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,07حي فيغول علام,046766003,046766004,chambre-d-agriculture-de-relizane
48-conservation_forets-01,Conservation des Forêts de Relizane,Conservation des Forêts de Relizane,محافظة الغابات غليزان,48,,,35.7333,0.5588787,approximate,wilaya_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,حي الوافي،,046725015,046725016,conservation-des-forets-de-relizane
48-dsa-01,Direction des Services Agricoles de Relizane,Direction des Services Agricoles de Relizane,مديرية المصالح الفلاحية لولاية غليزان,48,4801,Relizane,35.7333,0.5588787,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,حي 24 مسكن دلاس، غليزان,046716388,046716379,direction-des-services-agricoles-de-relizane
49-dsa-01,Direction des Services Agricoles de Timimoun,Direction des Services Agricoles de Timimoun,مديرية المصالح الفلاحية لولاية تيميمون,49,0109,Timimoun,29.25,0.2285923,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,شارع عبد القادر الزيادي تيميمون,049305106,049305106,direction-des-services-agricoles-de-timimoun
50-dsa-01,Direction des Services Agricoles de Bordj Badji Mokhtar,Direction des Services Agricoles de Bordj Badji Mokhtar,مديرية المصالح الفلاحية لولاية برج باجي مختار,50,,,21.3292442,0.954167,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,الحي الوظيفي,049322629,049322629,direction-des-services-agricoles-de-bordj-badji-mokhtar
51-dsa-01,Direction des Services Agricoles de Ouled Djellal,Direction des Services Agricoles de Ouled Djellal,مديرية المصالح الفلاحية لولاية أولاد جلال,51,,,34.4254103,5.0644342,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,الحي الاداري الجديد,033660143,033660145,direction-des-services-agricoles-de-ouled-djellal
52-dsa-01,Direction des Services Agricoles de Béni Abbès,Direction des Services Agricoles de Béni Abbès,مديرية المصالح الفلاحية لولاية بني عباس,52,0807,Beni-Abbes,30.08,-2.17,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,المجمع الاداري لولاية بني عباس,049286205,049286206,direction-des-services-agricoles-de-beni-abbes
53-dsa-01,Direction des Services Agricoles de In Salah,Direction des Services Agricoles de In Salah,مديرية المصالح الفلاحية لولاية عين صالح,53,,,27.2,2.511111,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,وسط مدينة إن صالح,029366501,029366501,direction-des-services-agricoles-de-in-salah
54-dsa-01,Direction des Services Agricoles de In Guezzam,Direction des Services Agricoles de In Guezzam,مديرية المصالح الفلاحية لولاية عين قزام,54,,,19.5696707,5.76806,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,وسط مدينة إن قزام,029354460,029354460,direction-des-services-agricoles-de-in-guezzam
55-dsa-01,Direction des Services Agricoles de Touggourt,Direction des Services Agricoles de Touggourt,مديرية المصالح الفلاحية لولاية توقرت,55,,,33.1,6.05796,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,الحي الاداري المستقبل توقرت,044698681,044698680,direction-des-services-agricoles-de-touggourt
56-dsa-01,Direction des Services Agricoles de Djanet,Direction des Services Agricoles de Djanet,مديرية المصالح الفلاحية لولاية جانت,56,3302,Djanet,24.55270656,9.4841939,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,حي الزلوز جانت,029487154,029487154,direction-des-services-agricoles-de-djanet
57-dsa-01,Direction des Services Agricoles de El M'Ghair,Direction des Services Agricoles de El M'Ghair,مديرية المصالح الفلاحية لولاية المغير,57,,,34.19111111,5.9293,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,الحي الإداري أول نوفمبر,047420560,047420562,direction-des-services-agricoles-de-el-m-ghair
58-dsa-01,Direction des Services Agricoles de El Meniaa,Direction des Services Agricoles de El Meniaa,مديرية المصالح الفلاحية لولاية المنيعة,58,5801,El Meniaa,30.57556,2.885833333,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,الحي الاداري بلباشير المنيعة,044441477,044441293,direction-des-services-agricoles-de-el-meniaa
